 var 	18.7763, 19.3512, 20.0735, 21.2300, 22.3434, 24.1377, 26.7399, 30.0187, 36.8524, 42.8532, 79.4578

[Epoch 25] 8.8326, 9.2190, 9.6387, 10.3138, 10.8918, 11.8862, 13.3481, 15.3605, 18.9046, 23.1281, 39.5626
 pred 	18.1768, 18.8616, 19.6389, 20.8734, 22.0251, 23.9304, 26.7002, 30.3703, 37.3250, 44.6648, 79.2990
 var 	18.6883, 19.2853, 20.0005, 21.1192, 22.2667, 24.0883, 26.7041, 30.0196, 36.8407, 43.0733, 79.4728
(test)	8.8415, 9.2419, 9.6515, 10.3261, 10.9268, 11.9211, 13.3910, 15.3957, 18.8865, 23.1254, 39.3915
 pred 	18.1800, 18.8604, 19.6555, 20.8930, 22.0703, 23.9527, 26.7320, 30.3627, 37.1437, 44.6198, 79.5007
 var 	18.6771, 19.2370, 20.0082, 21.1337, 22.2870, 24.0632, 26.6821, 29.9339, 36.5145, 42.9887, 80.2184

[Epoch 26] 8.8314, 9.2046, 9.6261, 10.2931, 10.8909, 11.8815, 13.3319, 15.3568, 18.8437, 23.0525, 39.6475
 pred 	18.1595, 18.8366, 19.6099, 20.8442, 22.0171, 23.9173, 26.6774, 30.3833, 37.1609, 44.5271, 79.5090
 var 	18.6562, 19.2641, 19.9676, 21.1022, 22.2522, 24.0717, 26.6910, 30.0530, 36.6344, 42.9491, 79.7230
(test)	8.8347, 9.2132, 9.6491, 10.3216, 10.9121, 11.9191, 13.3817, 15.3931, 18.8570, 23.0034, 39.1704
 pred 	18.1623, 18.8386, 19.6172, 20.8667, 22.0389, 23.9256, 26.7024, 30.4004, 37.1214, 44.4490, 79.0920
 var 	18.6553, 19.2508, 19.9362, 21.0901, 22.2535, 24.0130, 26.6414, 30.0146, 36.5288, 42.8912, 79.8432

[Epoch 27] 8.8536, 9.2314, 9.6535, 10.3177, 10.9079, 11.9051, 13.3639, 15.3828, 18.8146, 23.0911, 39.6221
 pred 	18.2202, 18.8978, 19.6748, 20.9153, 22.0806, 23.9744, 26.7221, 30.4301, 37.1425, 44.5391, 79.4842
 var 	18.7332, 19.3328, 20.0426, 21.1952, 22.3454, 24.1387, 26.7164, 30.0947, 36.6558, 42.8961, 79.7242
(test)	8.8561, 9.2380, 9.6777, 10.3517, 10.9545, 11.9344, 13.4267, 15.3933, 18.7464, 23.0436, 39.1162
 pred 	18.2033, 18.8684, 19.6501, 20.9148, 22.1076, 23.9814, 26.7210, 30.3921, 37.0991, 44.4275, 78.3644
 var 	18.6943, 19.2607, 19.9448, 21.1262, 22.3061, 24.0941, 26.5886, 29.9975, 36.7054, 42.7679, 78.4963

[Epoch 28] 8.8274, 9.2006, 9.6216, 10.2950, 10.8827, 11.8751, 13.3376, 15.3576, 18.7791, 22.9991, 39.6562
 pred 	18.1314, 18.8031, 19.5789, 20.8348, 22.0001, 23.8947, 26.6305, 30.3576, 37.0249, 44.3987, 79.1341
 var 	18.6081, 19.2049, 19.9148, 21.0796, 22.2349, 24.0393, 26.5859, 29.9999, 36.4916, 42.7992, 78.9559
(test)	8.8245, 9.2087, 9.6265, 10.3065, 10.8985, 11.8864, 13.3108, 15.3073, 18.6690, 22.9737, 38.9932
 pred 	18.1419, 18.8235, 19.5958, 20.8522, 22.0277, 23.9149, 26.6311, 30.2726, 36.9093, 44.4019, 78.6398
 var 	18.6348, 19.2297, 19.9388, 21.0914, 22.2583, 24.0570, 26.6406, 29.9305, 36.4807, 42.8564, 79.2932

[Epoch 29] 8.8081, 9.1853, 9.6088, 10.2837, 10.8693, 11.8673, 13.3292, 15.3308, 18.7995, 22.9619, 39.6023
 pred 	18.0960, 18.7766, 19.5553, 20.8064, 21.9696, 23.8621, 26.6200, 30.3446, 37.0646, 44.4504, 79.2801
 var 	18.5758, 19.1826, 19.8928, 21.0455, 22.2007, 23.9896, 26.5815, 30.0276, 36.5303, 42.9769, 79.3557
(test)	8.8293, 9.1968, 9.6207, 10.2990, 10.9003, 11.8739, 13.3280, 15.3693, 18.7252, 22.9862, 38.9847
 pred 	18.1466, 18.8077, 19.6019, 20.8682, 22.0525, 23.9144, 26.6696, 30.4235, 37.0623, 44.5174, 78.9918
 var 	18.6347, 19.2218, 19.9624, 21.1383, 22.3045, 24.0810, 26.6833, 30.1082, 36.6741, 43.0624, 80.0143

[Epoch 30] 8.8171, 9.1916, 9.6098, 10.2834, 10.8731, 11.8765, 13.3368, 15.3379, 18.7142, 22.9277, 39.6664
 pred 	18.1100, 18.7880, 19.5601, 20.8136, 21.9848, 23.8711, 26.6184, 30.3468, 36.9104, 44.4553, 79.3054
 var 	18.5859, 19.1928, 19.9005, 21.0604, 22.2232, 23.9894, 26.5631, 30.0179, 36.3924, 43.0552, 79.2781
(test)	8.8233, 9.1983, 9.6221, 10.2914, 10.9014, 11.8944, 13.3702, 15.3377, 18.5724, 22.8647, 39.2016
 pred 	18.1707, 18.8314, 19.6509, 20.8788, 22.0771, 23.9302, 26.7057, 30.4191, 36.6502, 44.2858, 79.1349
 var 	18.6948, 19.2663, 20.0577, 21.1750, 22.3514, 24.0715, 26.6710, 30.1627, 36.1556, 42.8421, 79.8666

