Epoch, Total loss, Total S1, Total S2, DPA NRGY, DPA s1, DPA s2, LM NRGY, LM s1, LM s2 
Test 9, 31.0580, 60.6480, 59.1800, 9.3482, 17.8664, 17.0364, 21.7098, 42.7816, 42.1436 
Train 10, 42.0220, 59.2527, 59.0145, 8.2985, 16.6504, 16.7038, 21.4470, 42.6023, 42.3107
Test 10, 30.5118, 59.7679, 58.5122, 8.9403, 17.1408, 16.4010, 21.5715, 42.6271, 42.1112 
Train 11, 41.6894, 58.5368, 58.2041, 8.0409, 16.1190, 16.1563, 21.3939, 42.4178, 42.0478
Test 11, 30.1082, 59.0587, 57.9010, 8.6506, 16.6122, 15.9230, 21.4576, 42.4466, 41.9780 
Train 12, 41.3408, 57.9701, 57.6842, 7.8218, 15.6754, 15.7072, 21.3062, 42.2947, 41.9770
Test 12, 29.8518, 58.5427, 57.3819, 8.4007, 16.1484, 15.4954, 21.4511, 42.3944, 41.8866 
Train 13, 41.0430, 57.4353, 57.1426, 7.6266, 15.2519, 15.2506, 21.2374, 42.1834, 41.8920
Test 13, 29.5430, 58.0835, 57.0809, 8.1325, 15.7079, 15.1507, 21.4105, 42.3757, 41.9302 
Train 14, 40.7461, 56.9256, 56.6427, 7.4431, 14.8986, 14.9110, 21.1612, 42.0270, 41.7317
Test 14, 29.6387, 57.9051, 56.5328, 8.2318, 15.6352, 14.8069, 21.4070, 42.2699, 41.7258 
Train 15, 40.4771, 56.5377, 56.3192, 7.2942, 14.5988, 14.6092, 21.0839, 41.9389, 41.7100
Test 15, 29.1414, 57.2644, 56.2461, 7.8330, 15.1014, 14.5369, 21.3084, 42.1630, 41.7093 
Train 16, 40.2310, 56.1577, 55.9818, 7.1513, 14.3214, 14.3403, 21.0156, 41.8363, 41.6414
Test 16, 29.0524, 56.9427, 55.7806, 7.7588, 14.8696, 14.2216, 21.2936, 42.0731, 41.5590 
Train 17, 40.0377, 55.7908, 55.5845, 7.0298, 14.0475, 14.0356, 20.9688, 41.7433, 41.5490
Test 17, 28.8570, 56.5901, 55.4661, 7.6097, 14.5578, 13.8962, 21.2473, 42.0323, 41.5699 
Train 18, 39.8668, 55.4300, 55.1604, 6.9180, 13.8130, 13.7901, 20.9318, 41.6170, 41.3703
Test 18, 28.8406, 56.4133, 55.1453, 7.6120, 14.5155, 13.8071, 21.2287, 41.8978, 41.3382 
Train 19, 39.6470, 55.1369, 54.9336, 6.8095, 13.6191, 13.6192, 20.8605, 41.5177, 41.3144
Test 19, 28.5509, 56.0773, 55.0527, 7.4125, 14.1543, 13.4836, 21.1385, 41.9230, 41.5691 
Train 20, 39.5157, 54.8619, 54.6159, 6.7193, 13.4067, 13.3747, 20.8346, 41.4552, 41.2412
Test 20, 28.3947, 55.6790, 54.5685, 7.2877, 13.9451, 13.3147, 21.1070, 41.7339, 41.2538 
Train 21, 39.3884, 54.6353, 54.3794, 6.6393, 13.2601, 13.2416, 20.8063, 41.3752, 41.1378
Test 21, 28.4515, 55.6026, 54.3020, 7.2690, 13.8625, 13.1869, 21.1825, 41.7401, 41.1152 
Train 22, 39.2286, 54.4033, 54.1799, 6.5512, 13.0840, 13.0656, 20.7622, 41.3193, 41.1142
Test 22, 28.3272, 55.4736, 54.2928, 7.2312, 13.7662, 13.0700, 21.0960, 41.7074, 41.2228 
Train 23, 39.0852, 54.2173, 54.0304, 6.4914, 12.9738, 12.9648, 20.7106, 41.2434, 41.0656
Test 23, 28.0814, 55.1623, 54.1617, 7.0486, 13.5143, 12.9315, 21.0328, 41.6479, 41.2302 
